MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,cx,cy
E02000234,Croydon 041,E09000008,Croydon,E12000007,London,8023,7980,43,25.8,3161,2.5,-0.12666909,51.32099494
E02000235,Croydon 042,E09000008,Croydon,E12000007,London,6968,6900,68,12.9,2694,2.6,-0.094442776,51.31801275
E02000236,Croydon 043,E09000008,Croydon,E12000007,London,7659,7631,28,21.4,2838,2.7,-0.146433455,51.31009405
E02000237,Croydon 044,E09000008,Croydon,E12000007,London,7475,7455,20,15.1,3090,2.4,-0.118130088,51.30143402
E02000238,Ealing 001,E09000009,Ealing,E12000007,London,9500,9381,119,62.4,3179,3,-0.34793675,51.55337417
E02000239,Ealing 002,E09000009,Ealing,E12000007,London,9000,9000,0,38.2,2924,3.1,-0.326752756,51.54836846
E02000240,Ealing 003,E09000009,Ealing,E12000007,London,10265,10265,0,59.4,3770,2.7,-0.374824299,51.55005872
E02000241,Ealing 004,E09000009,Ealing,E12000007,London,6639,6639,0,50.9,2366,2.8,-0.364381015,51.54628242
E02000242,Ealing 005,E09000009,Ealing,E12000007,London,6763,6763,0,76.1,2151,3.1,-0.312811696,51.53945627
E02000243,Ealing 006,E09000009,Ealing,E12000007,London,8509,8467,42,29.9,3068,2.8,-0.345708525,51.5380887
E02000244,Ealing 007,E09000009,Ealing,E12000007,London,7172,7172,0,39.9,2658,2.7,-0.323110034,51.5350766
E02000245,Ealing 008,E09000009,Ealing,E12000007,London,8156,8144,12,49.3,3210,2.5,-0.384559985,51.53913668
E02000246,Ealing 009,E09000009,Ealing,E12000007,London,8748,8748,0,42.5,3071,2.8,-0.400174798,51.53732279
E02000247,Ealing 010,E09000009,Ealing,E12000007,London,10308,10090,218,73.7,3755,2.7,-0.368298528,51.53492194
E02000248,Ealing 011,E09000009,Ealing,E12000007,London,7334,7334,0,42.5,2902,2.5,-0.291530681,51.52977261
E02000249,Ealing 012,E09000009,Ealing,E12000007,London,7721,7678,43,60.4,2739,2.8,-0.353412567,51.52770363
E02000250,Ealing 013,E09000009,Ealing,E12000007,London,6487,6367,120,65,2541,2.5,-0.308726111,51.52688653
E02000251,Ealing 014,E09000009,Ealing,E12000007,London,7944,7944,0,84,2442,3.3,-0.363253496,51.52639277
E02000252,Ealing 015,E09000009,Ealing,E12000007,London,9706,9647,59,30.4,3717,2.6,-0.26380019,51.52540828
E02000253,Ealing 016,E09000009,Ealing,E12000007,London,9632,9565,67,83.3,3744,2.6,-0.336391434,51.52372236
E02000254,Ealing 017,E09000009,Ealing,E12000007,London,8949,8827,122,86,2487,3.5,-0.373823027,51.5212692
E02000255,Ealing 018,E09000009,Ealing,E12000007,London,9465,9329,136,61.1,3622,2.6,-0.324432254,51.52210831
E02000256,Ealing 019,E09000009,Ealing,E12000007,London,8861,8651,210,80.8,3782,2.3,-0.314353372,51.51712602
E02000257,Ealing 020,E09000009,Ealing,E12000007,London,13509,13210,299,61.9,5873,2.2,-0.295388121,51.51741695
E02000258,Ealing 021,E09000009,Ealing,E12000007,London,6730,6659,71,65.2,2544,2.6,-0.273677348,51.51679676
E02000259,Ealing 022,E09000009,Ealing,E12000007,London,6276,6275,1,49.1,2283,2.7,-0.342832992,51.51744474
E02000260,Ealing 023,E09000009,Ealing,E12000007,London,8710,8532,178,80.2,2468,3.5,-0.372233687,51.51222115
E02000261,Ealing 024,E09000009,Ealing,E12000007,London,10766,10752,14,82.5,4110,2.6,-0.253895089,51.51135472
E02000262,Ealing 025,E09000009,Ealing,E12000007,London,8925,8755,170,126.2,3771,2.3,-0.269493363,51.50955441
E02000263,Ealing 026,E09000009,Ealing,E12000007,London,11637,11575,62,94.2,3155,3.7,-0.386957476,51.50936088
E02000264,Ealing 027,E09000009,Ealing,E12000007,London,8103,7979,124,56.4,3205,2.5,-0.285306937,51.50844568
E02000265,Ealing 028,E09000009,Ealing,E12000007,London,11119,10981,138,109.7,4747,2.3,-0.325552323,51.50883111
E02000266,Ealing 029,E09000009,Ealing,E12000007,London,12331,11638,693,31.9,3711,3.1,-0.356862379,51.50685433
E02000267,Ealing 030,E09000009,Ealing,E12000007,London,6926,6913,13,91.9,2847,2.4,-0.338258785,51.50680537
E02000268,Ealing 031,E09000009,Ealing,E12000007,London,9358,9125,233,70.6,3824,2.4,-0.301396112,51.50518813
E02000269,Ealing 032,E09000009,Ealing,E12000007,London,8078,8003,75,91.3,3245,2.5,-0.314050502,51.50497261
E02000270,Ealing 033,E09000009,Ealing,E12000007,London,8043,8040,3,101,3331,2.4,-0.272723209,51.50269388
E02000271,Ealing 034,E09000009,Ealing,E12000007,London,6763,6757,6,90.5,2871,2.4,-0.257698498,51.50156661
E02000272,Ealing 035,E09000009,Ealing,E12000007,London,6748,6703,45,56.3,2579,2.6,-0.329454072,51.49993849
E02000274,Ealing 037,E09000009,Ealing,E12000007,London,12733,12724,9,88.7,3557,3.6,-0.391130702,51.50016322
E02000275,Ealing 038,E09000009,Ealing,E12000007,London,7102,6923,179,60.6,2131,3.2,-0.37239008,51.49786419
E02000276,Ealing 039,E09000009,Ealing,E12000007,London,6722,6459,263,79.9,2634,2.5,-0.310535497,51.49657377
E02000277,Enfield 001,E09000010,Enfield,E12000007,London,7081,7038,43,67.6,2651,2.7,-0.03576273,51.6778684
E02000278,Enfield 002,E09000010,Enfield,E12000007,London,8837,8771,66,67.2,3278,2.7,-0.046097597,51.67477335
E02000279,Enfield 003,E09000010,Enfield,E12000007,London,11292,11289,3,43.3,4356,2.6,-0.020894197,51.67239762
E02000280,Enfield 004,E09000010,Enfield,E12000007,London,8515,8464,51,5.5,3466,2.4,-0.105476239,51.67802804
E02000281,Enfield 005,E09000010,Enfield,E12000007,London,8835,8705,130,46.6,3531,2.5,-0.064753904,51.66653933
E02000282,Enfield 006,E09000010,Enfield,E12000007,London,9115,9112,3,72.2,3491,2.6,-0.045970757,51.66461357
E02000283,Enfield 007,E09000010,Enfield,E12000007,London,8424,8408,16,73.9,2843,3,-0.035555679,51.66049934
E02000284,Enfield 008,E09000010,Enfield,E12000007,London,8200,8152,48,63.9,3497,2.3,-0.087105568,51.6592536
E02000285,Enfield 009,E09000010,Enfield,E12000007,London,6597,6568,29,67,2466,2.7,-0.072838828,51.65862313
E02000286,Enfield 010,E09000010,Enfield,E12000007,London,8158,7940,218,39.8,3863,2.1,-0.10160459,51.66052348
E02000287,Enfield 011,E09000010,Enfield,E12000007,London,6823,6494,329,7.7,2540,2.6,-0.153350895,51.66374754
E02000288,Enfield 012,E09000010,Enfield,E12000007,London,10490,10462,28,49.6,3784,2.8,-0.051002195,51.65133759
E02000289,Enfield 013,E09000010,Enfield,E12000007,London,6569,6569,0,19.3,2421,2.7,-0.115891381,51.6540744
E02000290,Enfield 014,E09000010,Enfield,E12000007,London,7242,7242,0,14.8,2853,2.5,-0.024615555,51.65038042
E02000291,Enfield 015,E09000010,Enfield,E12000007,London,8924,8809,115,77.1,3998,2.2,-0.073785178,51.64600815
E02000292,Enfield 016,E09000010,Enfield,E12000007,London,9518,9495,23,50.7,3578,2.7,-0.062395345,51.64585538
E02000293,Enfield 017,E09000010,Enfield,E12000007,London,6307,6274,33,29.2,2470,2.5,-0.093747328,51.64397629
E02000294,Enfield 018,E09000010,Enfield,E12000007,London,8879,8700,179,59.2,3009,2.9,-0.037955886,51.63737182
E02000295,Enfield 019,E09000010,Enfield,E12000007,London,8374,8287,87,51.7,3347,2.5,-0.119472729,51.63941491
E02000296,Enfield 020,E09000010,Enfield,E12000007,London,9535,9406,129,52.9,3941,2.4,-0.133302604,51.64203417
E02000297,Enfield 021,E09000010,Enfield,E12000007,London,9298,9235,63,57.4,3482,2.7,-0.080013179,51.63548199
E02000298,Enfield 022,E09000010,Enfield,E12000007,London,7976,7909,67,39.9,3075,2.6,-0.104772244,51.63339345
E02000299,Enfield 023,E09000010,Enfield,E12000007,London,9312,9262,50,106.2,3438,2.7,-0.053288978,51.63209696
E02000300,Enfield 024,E09000010,Enfield,E12000007,London,8157,8102,55,105,2998,2.7,-0.065964959,51.6314166
E02000301,Enfield 025,E09000010,Enfield,E12000007,London,10070,10070,0,55.2,3923,2.6,-0.036116014,51.62693959
E02000302,Enfield 026,E09000010,Enfield,E12000007,London,8326,8276,50,52.7,3123,2.7,-0.09148438,51.62535525
E02000303,Enfield 027,E09000010,Enfield,E12000007,London,8390,8372,18,67.5,3120,2.7,-0.070390421,51.62287323
E02000304,Enfield 028,E09000010,Enfield,E12000007,London,8089,7997,92,47,2964,2.7,-0.123871166,51.62346235
E02000305,Enfield 029,E09000010,Enfield,E12000007,London,8633,8473,160,89.8,3481,2.4,-0.107037414,51.62240688
E02000306,Enfield 030,E09000010,Enfield,E12000007,London,9149,9149,0,43.8,3594,2.5,-0.047912252,51.61849682
E02000307,Enfield 031,E09000010,Enfield,E12000007,London,9873,9873,0,89.3,3368,2.9,-0.083180805,51.62008092
E02000308,Enfield 032,E09000010,Enfield,E12000007,London,7736,7661,75,67.4,2908,2.6,-0.134071999,51.61535621
E02000309,Enfield 033,E09000010,Enfield,E12000007,London,10489,10412,77,64.4,3785,2.8,-0.051837459,51.61152343
E02000311,Enfield 035,E09000010,Enfield,E12000007,London,9872,9861,11,69.7,3656,2.7,-0.096223764,51.61291249
E02000312,Enfield 036,E09000010,Enfield,E12000007,London,10473,10404,69,79.9,4262,2.4,-0.115439099,51.61338671
E02000313,Greenwich 001,E09000011,Greenwich,E12000007,London,6566,6563,3,89.9,2575,2.5,0.1146922,51.50254124
E02000314,Greenwich 002,E09000011,Greenwich,E12000007,London,13164,12265,899,41.3,4382,2.8,0.098305434,51.50156813
E02000315,Greenwich 003,E09000011,Greenwich,E12000007,London,9080,9039,41,76.1,3440,2.6,0.113094193,51.49392644
E02000316,Greenwich 004,E09000011,Greenwich,E12000007,London,10750,10698,52,57,4944,2.2,0.052794035,51.49219607
E02000317,Greenwich 005,E09000011,Greenwich,E12000007,London,8370,8293,77,128.2,3200,2.6,0.051058075,51.48895841
E02000318,Greenwich 006,E09000011,Greenwich,E12000007,London,9842,9842,0,89.1,3283,3,0.095738634,51.48833536
E02000319,Greenwich 007,E09000011,Greenwich,E12000007,London,10971,10825,146,118.5,3866,2.8,0.083769832,51.48827738
E02000320,Greenwich 008,E09000011,Greenwich,E12000007,London,6624,6603,21,45.4,2524,2.6,0.114268914,51.48360015
E02000321,Greenwich 009,E09000011,Greenwich,E12000007,London,7200,7147,53,115.7,2877,2.5,0.077456812,51.486147
E02000323,Greenwich 011,E09000011,Greenwich,E12000007,London,10674,10631,43,140.2,4001,2.7,0.070564447,51.48397231
E02000324,Greenwich 012,E09000011,Greenwich,E12000007,London,7315,7181,134,56.1,2807,2.6,0.040180357,51.48224958
E02000326,Greenwich 014,E09000011,Greenwich,E12000007,London,7070,7063,7,96.8,2932,2.4,0.027120703,51.4816433
E02000327,Greenwich 015,E09000011,Greenwich,E12000007,London,6825,6436,389,36.7,2357,2.7,0.057334708,51.47967268
E02000328,Greenwich 016,E09000011,Greenwich,E12000007,London,6606,6512,94,75.4,3070,2.1,0.013823744,51.48018579
E02000329,Greenwich 017,E09000011,Greenwich,E12000007,London,6180,6169,11,35.1,2364,2.6,0.083302725,51.47147966
E02000331,Greenwich 019,E09000011,Greenwich,E12000007,London,7831,7805,26,78.9,3236,2.4,0.039332751,51.47470641
E02000332,Greenwich 020,E09000011,Greenwich,E12000007,London,7253,7239,14,35.9,2958,2.4,0.067879207,51.4711347
E02000333,Greenwich 021,E09000011,Greenwich,E12000007,London,6269,6152,117,49.7,3005,2,0.018694318,51.47111534
E02000334,Greenwich 022,E09000011,Greenwich,E12000007,London,6469,6463,6,46.7,2585,2.5,0.039157151,51.46846367
E02000335,Greenwich 023,E09000011,Greenwich,E12000007,London,6549,6549,0,50.6,2637,2.5,0.063718105,51.46177271
E02000337,Greenwich 025,E09000011,Greenwich,E12000007,London,7906,7906,0,56.5,2998,2.6,0.042236445,51.45853048
E02000339,Greenwich 027,E09000011,Greenwich,E12000007,London,5970,5963,7,47.5,2502,2.4,0.058299317,51.45573711
E02000340,Greenwich 028,E09000011,Greenwich,E12000007,London,6088,6086,2,18.6,2799,2.2,0.064971488,51.44794132
E02000341,Greenwich 029,E09000011,Greenwich,E12000007,London,7683,7683,0,42.9,3024,2.5,0.035041,51.44684043
E02000342,Greenwich 030,E09000011,Greenwich,E12000007,London,6453,5379,1074,47.4,2268,2.4,0.078474464,51.44400579
E02000343,Greenwich 031,E09000011,Greenwich,E12000007,London,6675,6658,17,53.1,2699,2.5,0.052999391,51.43458367
E02000344,Greenwich 032,E09000011,Greenwich,E12000007,London,6387,6277,110,49.4,2476,2.5,0.065741408,51.43276313
E02000345,Hackney 001,E09000012,Hackney,E12000007,London,8838,8828,10,144.4,2693,3.3,-0.068715489,51.57385067
E02000346,Hackney 002,E09000012,Hackney,E12000007,London,6092,6021,71,104.6,2563,2.3,-0.091265079,51.57096363
E02000347,Hackney 003,E09000012,Hackney,E12000007,London,7956,7884,72,116,2727,2.9,-0.082159135,51.57040101
E02000348,Hackney 004,E09000012,Hackney,E12000007,London,8120,8107,13,145.4,2804,2.9,-0.066696581,51.57021926
E02000350,Hackney 006,E09000012,Hackney,E12000007,London,9502,9474,28,167.7,3605,2.6,-0.067857039,51.56377856
E02000351,Hackney 007,E09000012,Hackney,E12000007,London,8523,8441,82,163.1,3826,2.2,-0.097190452,51.56447549
E02000352,Hackney 008,E09000012,Hackney,E12000007,London,6883,6833,50,90.2,2810,2.4,-0.085713002,51.56304079
E02000353,Hackney 009,E09000012,Hackney,E12000007,London,7786,7774,12,139.4,3192,2.4,-0.075126284,51.56116825
E02000354,Hackney 010,E09000012,Hackney,E12000007,London,9502,9449,53,119.8,4056,2.3,-0.061177141,51.55661941
E02000355,Hackney 011,E09000012,Hackney,E12000007,London,8485,8325,160,129.3,3240,2.6,-0.050602563,51.55685073
E02000356,Hackney 012,E09000012,Hackney,E12000007,London,7346,7288,58,182.3,3144,2.3,-0.085281812,51.55562988
E02000357,Hackney 013,E09000012,Hackney,E12000007,London,6339,6339,0,41.6,2507,2.5,-0.032149169,51.55634849
E02000358,Hackney 014,E09000012,Hackney,E12000007,London,11058,11047,11,179.4,4775,2.3,-0.076226415,51.55439781
E02000359,Hackney 015,E09000012,Hackney,E12000007,London,6581,6569,12,150.7,2416,2.7,-0.040642589,51.5523013
E02000360,Hackney 016,E09000012,Hackney,E12000007,London,11292,11292,0,206.7,4747,2.4,-0.063951265,51.55067907
E02000361,Hackney 017,E09000012,Hackney,E12000007,London,7640,7632,8,128.6,3467,2.2,-0.054964963,51.54752207
E02000362,Hackney 018,E09000012,Hackney,E12000007,London,6363,6266,97,49.1,2634,2.4,-0.027605831,51.54729855
E02000363,Hackney 019,E09000012,Hackney,E12000007,London,10845,10845,0,181.8,4402,2.5,-0.047018446,51.54688409
E02000364,Hackney 020,E09000012,Hackney,E12000007,London,8867,8848,19,133.5,3899,2.3,-0.066995628,51.5444895
E02000365,Hackney 021,E09000012,Hackney,E12000007,London,12764,12708,56,132.3,5740,2.2,-0.077207042,51.54328073
E02000366,Hackney 022,E09000012,Hackney,E12000007,London,8514,8396,118,132.3,3690,2.3,-0.042653773,51.54155169
E02000367,Hackney 023,E09000012,Hackney,E12000007,London,9741,9622,119,131.8,4163,2.3,-0.056094798,51.53866819
E02000368,Hackney 024,E09000012,Hackney,E12000007,London,9614,9601,13,151.5,4028,2.4,-0.067505549,51.53585359
E02000369,Hackney 025,E09000012,Hackney,E12000007,London,11594,11560,34,178.3,5100,2.3,-0.079017941,51.5360484
E02000370,Hackney 026,E09000012,Hackney,E12000007,London,8301,8292,9,170.1,3768,2.2,-0.090183565,51.53243053
E02000371,Hackney 027,E09000012,Hackney,E12000007,London,12369,11642,727,124,5672,2.1,-0.081457456,51.52753688
E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,E12000007,London,9175,8831,344,26.7,3674,2.4,-0.237758937,51.52207879
E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,E12000007,London,6658,6658,0,163.3,2433,2.7,-0.234493904,51.51225888
E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,E12000007,London,6731,6712,19,135.5,2590,2.6,-0.241838149,51.509796
E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,E12000007,London,7028,6998,30,93.9,3230,2.2,-0.224528615,51.50776523
E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,E12000007,London,6915,6890,25,168.7,3152,2.2,-0.230408723,51.50403775
E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,E12000007,London,8169,7933,236,184.2,3613,2.2,-0.239828453,51.50359704
E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,E12000007,London,6534,6514,20,222.1,3271,2,-0.220571896,51.50161626
E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,E12000007,London,7581,7411,170,111.7,3190,2.3,-0.246086845,51.50027665
E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,E12000007,London,5863,5811,52,166.4,2559,2.3,-0.230591796,51.49831901
E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,E12000007,London,7768,7682,86,140.5,3583,2.1,-0.218454219,51.49753565
E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,E12000007,London,6167,6146,21,100,2823,2.2,-0.239141904,51.49417925
E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,E12000007,London,9432,9300,132,157.1,4456,2.1,-0.210279801,51.49343825
E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,E12000007,London,7320,7120,200,93.6,3256,2.2,-0.226723322,51.49229182
E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham,E12000007,London,6162,6142,20,154.1,3094,2,-0.212178,51.48854286
E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,E12000007,London,8136,8117,19,186,3585,2.3,-0.203932986,51.48730829
E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,E12000007,London,6272,6240,32,153.8,2841,2.2,-0.215846344,51.48502902
E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,E12000007,London,8202,8151,51,154.3,3805,2.1,-0.198447855,51.48316225
E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,E12000007,London,8255,8248,7,131.4,3452,2.4,-0.221505835,51.4814549
E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,E12000007,London,6448,6442,6,185.4,2823,2.3,-0.209032345,51.48036702
E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,E12000007,London,7729,7712,17,116.2,3419,2.3,-0.192983449,51.47711785
E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,E12000007,London,9578,9537,41,173.1,4122,2.3,-0.203053515,51.47632731
E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,E12000007,London,6031,6025,6,169.4,2650,2.3,-0.212922984,51.47678165
E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,E12000007,London,7755,7448,307,117.8,3551,2.1,-0.185603821,51.47332067
E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham,E12000007,London,5951,5951,0,61.4,2719,2.2,-0.209301753,51.47017508
E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,E12000007,London,6633,6633,0,106.1,2699,2.5,-0.194384836,51.46889882
E02000397,Haringey 001,E09000014,Haringey,E12000007,London,7815,7798,17,138.6,3376,2.3,-0.116943597,51.60559653
E02000398,Haringey 002,E09000014,Haringey,E12000007,London,7123,6999,124,59.8,2713,2.6,-0.054215108,51.60431302
E02000400,Haringey 004,E09000014,Haringey,E12000007,London,7668,7648,20,57.5,3061,2.5,-0.129877905,51.60512237
E02000401,Haringey 005,E09000014,Haringey,E12000007,London,6734,6734,0,90.2,2351,2.9,-0.090635745,51.60417562
E02000402,Haringey 006,E09000014,Haringey,E12000007,London,6697,6697,0,70.5,2469,2.7,-0.079768044,51.60320851
E02000403,Haringey 007,E09000014,Haringey,E12000007,London,7199,7194,5,84.6,2915,2.5,-0.108014021,51.60320638
E02000404,Haringey 008,E09000014,Haringey,E12000007,London,7315,7304,11,114.1,2640,2.8,-0.099643985,51.6013425
E02000405,Haringey 009,E09000014,Haringey,E12000007,London,6548,6541,7,36.7,2550,2.6,-0.130738699,51.59739415
E02000406,Haringey 010,E09000014,Haringey,E12000007,London,7025,7025,0,153.4,2665,2.6,-0.100193764,51.596228
E02000407,Haringey 011,E09000014,Haringey,E12000007,London,7312,7239,73,140.1,2905,2.5,-0.073808856,51.59584826
E02000408,Haringey 012,E09000014,Haringey,E12000007,London,7612,7577,35,147,2689,2.8,-0.065972557,51.59538769
E02000409,Haringey 013,E09000014,Haringey,E12000007,London,6527,6470,57,94,2505,2.6,-0.086834371,51.59413756
E02000410,Haringey 014,E09000014,Haringey,E12000007,London,6693,6636,57,89,2839,2.3,-0.14466471,51.59500436
E02000411,Haringey 015,E09000014,Haringey,E12000007,London,7452,7450,2,53.5,2695,2.8,-0.057182188,51.59325648
E02000412,Haringey 016,E09000014,Haringey,E12000007,London,6914,6760,154,89.6,2873,2.4,-0.11010908,51.59334165
E02000413,Haringey 017,E09000014,Haringey,E12000007,London,7500,7408,92,61.5,2945,2.5,-0.155033745,51.59412482
E02000414,Haringey 018,E09000014,Haringey,E12000007,London,7171,7156,15,175.2,2562,2.8,-0.079156104,51.59103982
E02000415,Haringey 019,E09000014,Haringey,E12000007,London,6845,6811,34,97.2,2697,2.5,-0.094466343,51.59045188
E02000416,Haringey 020,E09000014,Haringey,E12000007,London,7490,7482,8,119.1,3463,2.2,-0.118801761,51.58792354
E02000417,Haringey 021,E09000014,Haringey,E12000007,London,6676,6584,92,63,2852,2.3,-0.141294349,51.58655214
E02000418,Haringey 022,E09000014,Haringey,E12000007,London,5509,5509,0,77.2,2235,2.5,-0.129997046,51.58635186
E02000419,Haringey 023,E09000014,Haringey,E12000007,London,8108,8100,8,126.3,3323,2.4,-0.105418466,51.5865874
E02000420,Haringey 024,E09000014,Haringey,E12000007,London,7432,7425,7,128.8,3050,2.4,-0.078989407,51.58548242
E02000421,Haringey 025,E09000014,Haringey,E12000007,London,7148,6958,190,91.2,2875,2.4,-0.067807801,51.5849901
E02000422,Haringey 026,E09000014,Haringey,E12000007,London,7825,7783,42,144.2,2926,2.7,-0.085846811,51.58263832
E02000423,Haringey 027,E09000014,Haringey,E12000007,London,6813,6709,104,122.8,2516,2.7,-0.094544964,51.58149293
E02000424,Haringey 028,E09000014,Haringey,E12000007,London,7198,7056,142,108.1,3088,2.3,-0.114061717,51.58119811
E02000425,Haringey 029,E09000014,Haringey,E12000007,London,7256,7251,5,134.1,2116,3.4,-0.067953155,51.57899394
E02000426,Haringey 030,E09000014,Haringey,E12000007,London,6731,6650,81,30.2,2882,2.3,-0.156128891,51.5788154
E02000427,Haringey 031,E09000014,Haringey,E12000007,London,6854,6828,26,63.8,2829,2.4,-0.10158955,51.57478135
E02000428,Haringey 032,E09000014,Haringey,E12000007,London,7022,7014,8,117.7,2758,2.5,-0.083866835,51.57711294
E02000429,Haringey 033,E09000014,Haringey,E12000007,London,6852,6803,49,69.9,3207,2.1,-0.132923166,51.57807791
E02000430,Haringey 034,E09000014,Haringey,E12000007,London,7417,7408,9,112.6,3462,2.1,-0.118674962,51.57688718
E02000431,Haringey 035,E09000014,Haringey,E12000007,London,6685,6531,154,109.6,3133,2.1,-0.142379768,51.57319265
E02000432,Haringey 036,E09000014,Haringey,E12000007,London,6454,6421,33,120.4,2879,2.2,-0.10859084,51.5724162
E02000433,Harrow 001,E09000015,Harrow,E12000007,London,7686,7558,128,12.2,3309,2.3,-0.318335796,51.62610671
E02000434,Harrow 002,E09000015,Harrow,E12000007,London,8588,8525,63,43.8,3138,2.7,-0.293796055,51.61238936
E02000435,Harrow 003,E09000015,Harrow,E12000007,London,7426,7322,104,41.1,2728,2.7,-0.321659978,51.61190212
E02000436,Harrow 004,E09000015,Harrow,E12000007,London,5782,5721,61,12.2,2080,2.8,-0.359659653,51.61652954
E02000437,Harrow 005,E09000015,Harrow,E12000007,London,8377,8298,79,60,3082,2.7,-0.338670534,51.60718982
E02000438,Harrow 006,E09000015,Harrow,E12000007,London,7910,7821,89,45.2,2990,2.6,-0.365267835,51.60657631
E02000439,Harrow 007,E09000015,Harrow,E12000007,London,8206,8206,0,77.2,2711,3,-0.280109711,51.60440582
E02000440,Harrow 008,E09000015,Harrow,E12000007,London,9569,9518,51,64,3087,3.1,-0.311611406,51.60492883
E02000441,Harrow 009,E09000015,Harrow,E12000007,London,6714,6680,34,28.7,2765,2.4,-0.393525992,51.6058135
E02000442,Harrow 010,E09000015,Harrow,E12000007,London,8706,8706,0,76.4,2532,3.4,-0.286535759,51.59971592
E02000443,Harrow 011,E09000015,Harrow,E12000007,London,9470,9431,39,96.8,3203,2.9,-0.339154282,51.59956049
E02000444,Harrow 012,E09000015,Harrow,E12000007,London,8499,8418,81,77.7,2682,3.1,-0.301970347,51.59762135
E02000445,Harrow 013,E09000015,Harrow,E12000007,London,10250,10211,39,81.9,3616,2.8,-0.329793278,51.59553061
E02000447,Harrow 015,E09000015,Harrow,E12000007,London,7058,7052,6,33.2,2453,2.9,-0.358313287,51.59693161
E02000448,Harrow 016,E09000015,Harrow,E12000007,London,6641,6606,35,38.6,2730,2.4,-0.382217016,51.59435828
E02000449,Harrow 017,E09000015,Harrow,E12000007,London,8137,8131,6,88.6,2531,3.2,-0.292669514,51.59054235
E02000451,Harrow 019,E09000015,Harrow,E12000007,London,6550,6531,19,41,2341,2.8,-0.368075441,51.58994035
E02000452,Harrow 020,E09000015,Harrow,E12000007,London,8218,8125,93,73.1,3039,2.7,-0.338195454,51.58815629
E02000453,Harrow 021,E09000015,Harrow,E12000007,London,7620,7606,14,73.7,2800,2.7,-0.350990554,51.58508737
E02000454,Harrow 022,E09000015,Harrow,E12000007,London,7082,7079,3,45.2,2550,2.8,-0.384923398,51.58291005
E02000455,Harrow 023,E09000015,Harrow,E12000007,London,8135,8050,85,66.1,3306,2.4,-0.331091169,51.58077546
E02000456,Harrow 024,E09000015,Harrow,E12000007,London,7059,7028,31,76.3,2512,2.8,-0.353894879,51.57927102
E02000457,Harrow 025,E09000015,Harrow,E12000007,London,6314,6309,5,54.4,2200,2.9,-0.368563787,51.57707215
E02000459,Harrow 027,E09000015,Harrow,E12000007,London,8235,8227,8,68.6,3159,2.6,-0.351989016,51.56864194
E02000460,Harrow 028,E09000015,Harrow,E12000007,London,6518,6488,30,75.3,2189,3,-0.36826323,51.56724477
E02000461,Harrow 029,E09000015,Harrow,E12000007,London,6947,6066,881,26.1,2556,2.4,-0.336062951,51.5679571
E02000462,Harrow 030,E09000015,Harrow,E12000007,London,6632,6624,8,66.4,2210,3,-0.359665515,51.56053922
E02000463,Harrow 031,E09000015,Harrow,E12000007,London,8429,8422,7,90.7,2788,3,-0.374230133,51.55994991
E02000464,Havering 001,E09000016,Havering,E12000007,London,6451,6338,113,11,2597,2.4,0.22304555,51.61858144
E02000465,Havering 002,E09000016,Havering,E12000007,London,7930,7929,1,28.3,3256,2.4,0.241769768,51.60710192
E02000466,Havering 003,E09000016,Havering,E12000007,London,8287,8188,99,13.2,3235,2.5,0.184495046,51.61302256
E02000467,Havering 004,E09000016,Havering,E12000007,London,9643,9604,39,71,4087,2.3,0.219359045,51.60376009
E02000468,Havering 005,E09000016,Havering,E12000007,London,7782,7705,77,19,3099,2.5,0.156349563,51.61096133
